postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh,id,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,lgacode,electorate,electoraterating,ALGO,Total Potentian incl +100
2090,259,1867,12.3,1464,999,465,0,229,30,0,28624,"183,193",36.9,4415,CREMORNE,NSW,151.223094,-33.828949,ST LEONARDS DEL FAC CPM,Delivery Area,Updated 6-Feb-2020,12104,North Sydney - Mosman,121,Sydney - North Sydney and Hornsby,R1,-33.8265345,151.2276279,12104141335,12104141335,121041413,Cremorne - Cammeray,12104,North Sydney - Mosman,121,Sydney - North Sydney and Hornsby,1,1,1,1,North Sydney,,N1,PHN102,Northern Sydney,North Sydney,15950,Warringah,Inner Metropolitan,86,28624
3200,418,2712,15.1,1697,1546,151,0,409,9,0,28073,"179,667",34.4,6647,FRANKSTON NORTH,VIC,145.157574,-38.126458,SEAFORD DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,21401,Frankston,214,Mornington Peninsula,R1,-38.1250223,145.162419,21401137248,21401137248,214011372,Frankston North,21401,Frankston,214,Mornington Peninsula,1,1,1,1,Dunkley,,V1,PHN203,South Eastern Melbourne,Frankston,22170,Dunkley,Outer Metropolitan,86,28073
3937,310,876,27.9,2543,1202,1341,0,244,66,0,30518,"195,315",37.3,8619,RED HILL,VIC,145.01994,-38.373694,ROSEBUD DC,Delivery Area,Updated 6-Feb-2020,21402,Mornington Peninsula,214,Mornington Peninsula,R3,-38.355,145.016,21402137809,21402137809,214021378,Flinders,21402,Mornington Peninsula,214,Mornington Peninsula,2,2,2,2,Flinders,218.7281036,V1,PHN203,South Eastern Melbourne,Mornington Peninsula,25340,Flinders,Rural,86,30518
6440,29,352,4.3,21903,65,312,21526,15,11,3,28463,"182,163",44.6,10906,BANDYA,WA,125.733157,-26.168944,LAVERTON LPO,Delivery Area,Updated 6-Feb-2020,50803,Goldfields,508,Western Australia - Outback,R3,-27.7336535,122.1826163,50803120305,51103128302,511031283,Leinster - Leonora,51103,Goldfields,511,Western Australia - Outback (South),5,5,7,7,O'Connor,,W2,PHN503,Country WA,Ngaanyatjarraku,56620,Durack,,85,49989
2713,595,1391,35.5,180102,2435,2376,175291,494,100,1,32441,"207,622",45.7,3490,BLIGHTY,NSW,145.52068,-35.586342,FINLEY,Delivery Area,Updated 6-Feb-2020,10903,Upper Murray exc. Albury,109,Murray,R3,-35.6179566,145.3340505,10903118319,10903118319,109031183,Deniliquin Region,10903,Upper Murray exc. Albury,109,Murray,3,3,5,5,Farrer,107.74263,N2,PHN110,Murrumbidgee,Berrigan,10650,Farrer,Rural,85,207732
2050,184,1163,13.2,1607,543,1064,0,153,31,0,29015,"185,698",37.4,4324,CAMPERDOWN,NSW,151.17598,-33.89037,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.8899117,151.1767348,11703133225,11703133225,117031332,Newtown - Camperdown - Darlington,11703,Sydney Inner City,117,Sydney - City and Inner South,1,1,1,1,Sydney,,N1,PHN101,Central and Eastern Sydney,Inner West,14170,Sydney,Inner Metropolitan,85,29015
4303,547,1483,35.2,2502,2036,466,0,522,25,0,29875,"191,203",41.8,11994,DINMORE,QLD,152.840187,-27.604588,BOOVAL DC,Delivery Area,Updated 4-Dec-2022,31004,Springfield - Redbank,310,Ipswich,R2,-27.6,152.833333,31003128405,31003128405,310031284,Bundamba,31003,Ipswich Inner,310,Ipswich,1,1,1,1,Blair,73.15565491,Q2,PHN304,Darling Downs and West Moreton,Ipswich,33960,Blair,Provincial,85,29875
2011,58,1609,2.1,863,129,734,0,34,24,0,27559,"176,379",35.7,4500,ELIZABETH BAY,NSW,151.221626,-33.873599,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.87143,151.22841,11703133331,11703133331,117031333,Potts Point - Woolloomooloo,11703,Sydney Inner City,117,Sydney - City and Inner South,1,1,1,1,Sydney,32.6687851,N1,PHN101,Central and Eastern Sydney,Sydney,17200,Wentworth,Inner Metropolitan,85,27559
3956,830,3002,26.1,4287,3293,994,0,785,45,0,30284,"193,818",37.1,8668,DUMBALK,VIC,145.955341,-38.597018,MEENIYAN,Delivery Area,Updated 6-Feb-2020,20503,Gippsland - South West,205,Latrobe - Gippsland,R3,-38.533889,146.094444,20503108715,20503108715,205031087,Foster,20503,Gippsland - South West,205,Latrobe - Gippsland,2,2,5,5,Monash,49.52913284,V2,PHN204,Gippsland,South Gippsland,26170,Monash,Rural,85,30284
2516,768,2065,33.6,4852,3361,1291,200,694,73,1,31517,"201,708",41.5,2298,BULLI,NSW,150.904835,-34.332109,BELLAMBI DC,Delivery Area,Updated 6-Feb-2020,10704,Wollongong,107,Illawarra,R2,-34.3284699,150.904556,10704115043,10704115043,107041150,Woonona - Bulli - Russell Vale,10704,Wollongong,107,Illawarra,1,1,1,1,Cunningham,,N1,PHN106,South Eastern NSW,Wollongong,18450,Cunningham,Provincial,85,31717
6720,31,1523,1.2,473,113,360,0,19,12,0,27074,"173,272",44.8,10523,COSSACK,WA,117.067614,-20.699288,WICKHAM LPO,Delivery Area,Updated 6-Feb-2020,50806,Pilbara,508,Western Australia - Outback,R3,-20.6810063,117.1855226,50806122318,51003127305,510031273,Roebourne,51003,West Pilbara,510,Western Australia - Outback (North),4,4,6,6,Durack,28,W3,PHN503,Country WA,Karratha,54310,Durack,Rural,84,27074
2347,335,1008,30,1836,1369,467,0,302,33,0,29244,"187,161",43.2,2980,BANOON,NSW,150.523163,-30.281899,BARRABA LPO,Delivery Area,Updated 6-Feb-2020,11004,Tamworth - Gunnedah,110,New England and North West,R3,-30.5272364,150.40706,11004120518,11004120518,110041205,Tamworth Region,11004,Tamworth - Gunnedah,110,New England and North West,3,3,5,5,New England,682.5601807,N2,PHN108,Hunter New England and Central Coast,Gwydir,13660,Parkes,Rural,84,29244
3944,194,1531,9.5,1566,680,886,0,146,48,0,28186,"180,391",35.3,8633,PORTSEA,VIC,144.692708,-38.321871,ROSEBUD DC,Delivery Area,Updated 6-Feb-2020,21402,Mornington Peninsula,214,Mornington Peninsula,R3,-38.32,144.713,21402138341,21402138341,214021383,Point Nepean,21402,Mornington Peninsula,214,Mornington Peninsula,1,1,1,1,Flinders,,V1,PHN203,South Eastern Melbourne,Queenscliffe,26080,Flinders,Rural,84,28186
7256,309,812,31.7,2313,1292,1021,0,257,52,0,29761,"190,472",38.5,11736,BUNGAREE,TAS,144.159775,-39.830946,CURRIE,Delivery Area,Updated 6-Feb-2020,60403,West Coast,604,West and North West,R3,-39.7588255,143.8575478,60403109301,60403109301,604031093,King Island,60403,West Coast,604,West and North West,5,5,7,7,Braddon,2.741596937,T1,PHN601,Tasmania,King Island,63410,Braddon,Rural,84,29761
3427,707,1423,46.5,4146,3528,618,0,662,45,0,31354,"200,664",38.6,5820,DIGGERS REST,VIC,144.707974,-37.643461,SUNBURY DC,Delivery Area,Updated 6-Feb-2020,21304,Melton - Bacchus Marsh,213,Melbourne - West,R1,-37.6153848,144.6862995,21004124149,21004124149,210041241,Sunbury - South,21004,Sunbury,210,Melbourne - North West,1,1,1,1,Gorton,,V1,PHN201,North Western Melbourne,Melton,24650,McEwen,Rural,84,31354
2079,661,2436,24,3640,2722,918,0,585,76,0,29769,"190,524",38.3,4388,MOUNT COLAH,NSW,151.112681,-33.666637,THORNLEIGH DC,Delivery Area,Updated 6-Feb-2020,12102,Hornsby,121,Sydney - North Sydney and Hornsby,R1,-33.6709087,151.125756,12102140344,12102140344,121021403,Asquith - Mount Colah,12102,Hornsby,121,Sydney - North Sydney and Hornsby,1,1,1,1,Berowra,194.1537323,N1,PHN102,Northern Sydney,Ku-ring-gai,14500,Bradfield,Inner Metropolitan,84,29769
2707,199,615,25.2,190308,724,904,188680,155,43,1,29118,"186,354",43,3732,ARGOON,NSW,145.807866,-34.768863,COLEAMBALLY LPO,Delivery Area,Updated 6-Feb-2020,11301,Griffith - Murrumbidgee (West),113,Riverina,R3,-34.9181528,145.6571909,10903118513,10903118529,109031185,Tocumwal - Finley - Jerilderie,10903,Upper Murray exc. Albury,109,Murray,3,3,5,5,Farrer,,N2,PHN110,Murrumbidgee,Murrumbidgee,15560,Farrer,Rural,84,217798
4104,753,2082,30.7,4782,2832,1950,0,639,114,0,31293,"200,276",45.8,8206,YERONGA,QLD,153.011535,-27.515758,ROCKLEA DC,Delivery Area,Updated 6-Feb-2020,30302,Holland Park - Yeronga,303,Brisbane - South,R1,-27.5140455,153.0149526,30302105917,30302105917,303021059,Yeronga,30302,Holland Park - Yeronga,303,Brisbane - South,1,1,1,1,Moreton,20.07689285,Q1,PHN302,Brisbane South,Brisbane,31000,Moreton,Inner Metropolitan,84,31293
2706,226,574,34.5,335122,983,749,333390,198,25,3,29081,"186,117",42.9,3731,DARLINGTON POINT,NSW,145.937532,-34.569464,DARLINGTON POINT LPO,Delivery Area,Updated 6-Feb-2020,11301,Griffith - Murrumbidgee (West),113,Riverina,R3,-34.6280192,145.8690603,11301125742,11301125742,113011257,Griffith Region,11301,Griffith - Murrumbidgee (West),113,Riverina,3,3,5,5,Farrer,,N2,PHN110,Murrumbidgee,Griffith,13450,Farrer,Rural,83,362471
2798,363,954,32.3,2183,1511,672,0,308,55,0,29101,"186,248",41.3,5355,BENEREE,NSW,149.158755,-33.462193,New South Wales Country 2,,Updated 6-Feb-2020,10304,Orange,103,Central West,R3,-33.5096,149.099,10304107616,10304107616,103041076,Blayney,10304,Orange,103,Central West,2,2,5,5,Calare,913.7802124,N2,PHN107,Western NSW,Blayney,10850,Calare,Rural,83,29101
3357,543,1565,32.7,2910,2359,551,0,511,32,0,29374,"187,996",38,6134,BUNINYONG,VIC,143.883416,-37.653945,WENDOUREE DC,Delivery Area,Updated 6-Feb-2020,20101,Ballarat,201,Ballarat,R3,-37.6521937,143.8943543,20101100510,20101100510,201011005,Buninyong,20101,Ballarat,201,Ballarat,2,2,2,2,Ballarat,447.4680176,V2,PHN206,Western Victoria,Ballarat,20570,Ballarat,Provincial,83,29374
3515,404,826,45,2478,1897,581,0,372,32,0,29361,"187,909",39.1,7829,MARONG,VIC,144.062915,-36.729444,MARONG,Delivery Area,Updated 6-Feb-2020,20203,Loddon - Elmore,202,Bendigo,R3,-36.733333,144.133333,20202102608,20202102608,202021026,Bendigo Region - South,20202,Heathcote - Castlemaine - Kyneton,202,Bendigo,2,2,2,2,Bendigo,,V2,PHN205,Murray,Greater Bendigo,22620,Mallee,Rural,82,29361
3918,741,1644,41.8,3693,3041,652,0,687,54,0,30049,"192,313",36.8,8584,BITTERN,VIC,145.155546,-38.339871,BITTERN,Delivery Area,Updated 6-Feb-2020,21402,Mornington Peninsula,214,Mornington Peninsula,R3,-38.3329437,145.165179,21402137915,21402137915,214021379,Hastings - Somers,21402,Mornington Peninsula,214,Mornington Peninsula,1,1,1,1,Flinders,48.24061584,V1,PHN203,South Eastern Melbourne,Mornington Peninsula,25340,Flinders,Rural,82,30049
2779,673,2099,30,3129,2516,613,0,629,44,0,28924,"185,112",37.1,5461,HAZELBROOK,NSW,150.45933,-33.7237,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,R3,-33.7284065,150.4573297,12401145309,12401145309,124011453,Lawson - Hazelbrook - Linden,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Macquarie,645.5775146,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900,Macquarie,Provincial,82,28924
4387,214,611,28.3,1599,770,829,0,173,41,0,28368,"181,556",41.1,9460,BRUSH CREEK,QLD,150.967836,-28.341631,INGLEWOOD LPO,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-28.6267375,151.1378688,30701117412,30701117412,307011174,Inglewood - Waggamba,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Goondiwindi,33610,Maranoa,Rural,82,28368
4205,1335,2482,51.4,6495,5032,1013,450,1275,59,1,32013,"204,881",46.7,8117,BETHANIA,QLD,153.156289,-27.687389,YATALA DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,31105,Loganlea - Carbrook,311,Logan - Beaudesert,R1,-27.6895821,153.1590306,31105132312,31105132312,311051323,Bethania - Waterford,31105,Loganlea - Carbrook,311,Logan - Beaudesert,1,1,1,1,Forde,13.93502235,Q1,PHN302,Brisbane South,Logan,34590,Forde,Outer Metropolitan,81,32463
2092,556,2434,19,3737,2177,1560,0,462,94,0,28914,"185,047",37.3,4419,SEAFORTH,NSW,151.241813,-33.796636,FRENCHS FOREST DEL FAC-DEL,Delivery Area,Updated 6-Feb-2020,12201,Manly,122,Sydney - Northern Beaches,R1,-33.7927181,151.2423032,12201141815,12201141815,122011418,Balgowlah - Clontarf - Seaforth,12201,Manly,122,Sydney - Northern Beaches,1,1,1,1,Warringah,67.25391388,N1,PHN102,Northern Sydney,Mosman,15350,Warringah,Inner Metropolitan,81,28914
3938,496,2156,21.6,2352,1982,370,0,466,30,0,27702,"177,291",33.9,8621,MCCRAE,VIC,144.931834,-38.354321,ROSEBUD DC,Delivery Area,Updated 6-Feb-2020,21402,Mornington Peninsula,214,Mornington Peninsula,R3,-38.3562816,144.9336544,21402138412,21402138412,214021384,Rosebud - McCrae,21402,Mornington Peninsula,214,Mornington Peninsula,1,1,1,1,Flinders,,V1,PHN203,South Eastern Melbourne,Mornington Peninsula,25340,Flinders,Rural,81,27702
2421,414,853,38.6,3011,1641,1370,0,329,85,0,29419,"188,280",38.2,803,FISHERS HILL,NSW,151.543017,-32.601853,PATERSON LPO,Delivery Area,Updated 6-Feb-2020,10602,Maitland,106,Hunter Valley exc Newcastle,R3,-32.5116014,151.5289663,10601111013,10601111013,106011110,Dungog,10601,Lower Hunter,106,Hunter Valley exc Newcastle,2,2,5,5,Lyne,32.95458603,N2,PHN108,Hunter New England and Central Coast,Maitland,15050,Lyne,Rural,81,29419
3409,217,519,38,1026,721,305,0,197,20,0,27435,"175,585",36.9,20851,ARAPILES,VIC,141.8632367,-36.72484337,Victoria Country 4,Delivery Area,Updated 6-Feb-2020,21501,Grampians,215,North West,R3,-36.7168536,141.8782814,21501138912,21501138912,215011389,Horsham Region,21501,Grampians,215,North West,3,3,5,5,Mallee,175.0500183,V2,PHN206,Western Victoria,Horsham,23190,Mallee,Rural,80,27435
3933,164,374,31.3,1623,649,974,0,117,47,0,28054,"179,548",34.3,8614,MOOROODUC,VIC,145.096992,-38.261168,MORNINGTON DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,21402,Mornington Peninsula,214,Mornington Peninsula,R3,-38.2501593,145.1265477,21402138507,21402138507,214021385,Somerville,21402,Mornington Peninsula,214,Mornington Peninsula,1,1,1,1,Flinders,,V1,PHN203,South Eastern Melbourne,Mornington Peninsula,25340,Flinders,Rural,80,28054
6407,174,447,34,1161,722,439,0,152,22,0,27477,"175,850",39.9,11080,CUNDERDIN,WA,117.222062,-31.651142,CUNDERDIN LPO,Delivery Area,Updated 6-Feb-2020,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,R3,-31.6515688,117.237163,50902123708,50902123708,509021237,Cunderdin,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,3,3,5,5,Durack,222.0004578,W2,PHN503,Country WA,Cunderdin,52450,Durack,Rural,80,27477
2024,473,2213,18.6,3223,1933,1290,0,412,61,0,27898,"178,548",35.9,4528,BRONTE,NSW,151.259392,-33.904414,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801,Eastern Suburbs - North,118,Sydney - Eastern Suburbs,R1,-33.90532,151.26069,11801133904,11801133904,118011339,Bondi - Tamarama - Bronte,11801,Eastern Suburbs - North,118,Sydney - Eastern Suburbs,1,1,1,1,Wentworth,73.60057068,N1,PHN101,Central and Eastern Sydney,Waverley,18050,Wentworth,Inner Metropolitan,79,27898
2029,233,1325,14,1619,941,678,0,185,48,0,26894,"172,120",34.6,4542,ROSE BAY,NSW,151.266989,-33.875709,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11801,Eastern Suburbs - North,118,Sydney - Eastern Suburbs,R1,-33.8754209,151.265623,11801134620,11801134620,118011346,Rose Bay - Vaucluse - Watsons Bay,11801,Eastern Suburbs - North,118,Sydney - Eastern Suburbs,1,1,1,1,Wentworth,7.87935257,N1,PHN101,Central and Eastern Sydney,Woollahra,18500,Wentworth,Inner Metropolitan,79,26894
3775,600,1644,31.8,4047,2257,1590,200,523,76,1,29159,"186,617",34.3,8975,CHRISTMAS HILLS,VIC,145.365993,-37.642852,YARRA GLEN,Delivery Area,Updated 6-Feb-2020,21105,Yarra Ranges,211,Melbourne - Outer East,R3,-37.6515,145.3173,20903121213,20903121213,209031212,Panton Hill - St Andrews,20903,Nillumbik - Kinglake,209,Melbourne - North East,2,2,2,2,Casey,136.8696136,V1,PHN202,Eastern Melbourne,Nillumbik,25710,McEwen,Rural,79,29359
3634,376,740,45,2564,1586,978,0,333,43,0,28434,"181,980",40.4,7417,BUNBARTHA,VIC,145.440315,-36.224186,TALLYGAROOPNA,Delivery Area,Updated 6-Feb-2020,21603,Shepparton,216,Shepparton,R3,-36.2409082,145.3537565,21603141803,21603141803,216031418,Shepparton Region - East,21603,Shepparton,216,Shepparton,2,2,3,3,Nicholls,,V2,PHN205,Murray,Greater Shepparton,22830,Nicholls,Rural,79,28434
2730,275,682,36.2,1665,1057,608,0,247,28,0,27482,"175,882",36.2,3580,BAGO,NSW,148.034012,-35.510039,BATLOW LPO,Delivery Area,Updated 6-Feb-2020,11302,Tumut - Tumbarumba,113,Riverina,R3,-35.5613947,147.9549883,11302126206,11302126206,113021262,Tumut Region,11302,Tumut - Tumbarumba,113,Riverina,3,3,5,5,Eden-Monaro,710.9672852,N2,PHN110,Murrumbidgee,Snowy Valleys,17080,Eden-Monaro,Rural,79,27482
2578,545,1418,34.3,2947,2096,851,0,486,59,0,28264,"180,889",38.4,963,BUNDANOON,NSW,150.293226,-34.715579,BUNDANOON LPO,Delivery Area,Updated 6-Feb-2020,11402,Southern Highlands,114,Southern Highlands and Shoalhaven,R3,-34.6559402,150.2921468,11402128914,11402128914,114021289,Southern Highlands,11402,Southern Highlands,114,Southern Highlands and Shoalhaven,2,2,5,5,Hume,,N2,PHN105,South Western Sydney,Wingecarribee,18350,Hume,Provincial,79,28264
6394,35,218,15.1,360,161,199,0,33,2,0,26346,"168,616",37,15732,BEAUFORT RIVER,WA,116.972036,-33.83319,KOJONUP LPO,Delivery Area,Updated 6-Feb-2020,50903,Wheat Belt - South,509,Western Australia - Wheat Belt,R3,-33.5882778,117.0461201,50901123010,50901123010,509011230,Katanning,50901,Albany,509,Western Australia - Wheat Belt,3,3,5,5,O'Connor,263.2080994,W2,PHN503,Country WA,Kojonup,54550,Durack,,79,26346
2016,161,2135,6.6,1313,522,507,284,141,19,1,25204,"161,303",32.4,4511,REDFERN,NSW,151.206211,-33.894912,WATERLOO DELIVERY FACILITY,Delivery Area,Updated 6-Feb-2020,11703,Sydney Inner City,117,Sydney - City and Inner South,R1,-33.892215,151.205873,11703133536,11703133536,117031335,Redfern - Chippendale,11703,Sydney Inner City,117,Sydney - City and Inner South,1,1,1,1,Sydney,34.33643341,N1,PHN101,Central and Eastern Sydney,Sydney,17200,Sydney,Inner Metropolitan,79,25488
4403,169,383,36.3,1338,605,733,0,139,30,0,27265,"174,496",40.1,9501,BRYMAROO,QLD,151.596963,-27.320633,JONDARYAN - LPO,Delivery Area,Updated 6-Feb-2020,30702,Darling Downs - East,307,Darling Downs - Maranoa,R3,-27.2226793,151.6256824,30702117922,30702117922,307021179,Crows Nest - Rosalie,30702,Darling Downs - East,307,Darling Downs - Maranoa,2,2,5,5,Groom,434.756897,Q2,PHN304,Darling Downs and West Moreton,Toowoomba,36910,Groom,Provincial,79,27265
2538,515,1181,39.1,2933,2115,818,0,462,53,0,28340,"181,375",36.5,2154,BROOMAN,NSW,150.320507,-35.366161,ULLADULLA DELIVERY,Delivery Area,Updated 6-Feb-2020,11401,Shoalhaven,114,Southern Highlands and Shoalhaven,R3,-35.5052779,150.2345956,11401128310,11401128310,114011283,Ulladulla Region,11401,Shoalhaven,114,Southern Highlands and Shoalhaven,2,2,5,5,Gilmore,195.1958008,N2,PHN106,South Eastern NSW,Shoalhaven,16950,Gilmore,Rural,78,28340
2775,249,852,26.1,1482,950,532,0,222,27,0,26881,"172,039",34.8,5719,CENTRAL MACDONALD,NSW,150.918639,-33.305478,WISEMANS FERRY LPO,Delivery Area,Updated 6-Feb-2020,11503,Hawkesbury,115,Sydney - Baulkham Hills and Hawkesbury,R3,-33.332,150.975,11503129908,11503129908,115031299,Bilpin - Colo - St Albans,11503,Hawkesbury,115,Sydney - Baulkham Hills and Hawkesbury,2,2,5,5,Macquarie,186.1221466,N1,PHN108,Hunter New England and Central Coast,Hawkesbury,13800,Robertson,Provincial,78,26881
3282,269,1102,22.3,1613,1121,492,0,246,23,0,26560,"169,982",33.2,6358,ILLOWA,VIC,142.351658,-38.268176,KOROIT DELIVERY ANNEXE,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,-38.3240971,142.3940586,21702143016,21704147806,217041478,Moyne - West,21704,Warrnambool,217,Warrnambool and South West,2,2,3,3,Wannon,64.04441071,V2,PHN206,Western Victoria,Warrnambool,26730,Wannon,Rural,78,26560
7262,225,1526,14.3,1013,843,170,0,218,7,0,25476,"163,049",32,11494,BRIDPORT,TAS,147.630044,-40.801511,SCOTTSDALE,Delivery Area,Updated 4-Dec-2022,60203,North East,602,Launceston and North East,R3,-41.0145207,147.4070438,60203106308,60203110005,602031100,Scottsdale - Bridport,60203,North East,602,Launceston and North East,3,3,5,5,Bass,,T1,PHN601,Tasmania,Dorset,61810,Bass,Provincial,77,25476
2039,319,2626,11.7,1549,1246,303,0,306,13,0,24977,"159,851",32.4,4573,ROZELLE,NSW,151.171915,-33.867187,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,12002,Leichhardt,120,Sydney - Inner West,R1,-33.8661553,151.1738213,12002138907,12002138907,120021389,Lilyfield - Rozelle,12002,Leichhardt,120,Sydney - Inner West,1,1,1,1,Grayndler,21.06159782,N1,PHN101,Central and Eastern Sydney,Inner West,14170,Grayndler,Inner Metropolitan,77,24977
2294,148,905,14,1268,507,761,0,127,21,0,26243,"167,953",35.6,3406,CARRINGTON,NSW,151.767408,-32.915791,HAMILTON DC,Delivery Area,Updated 6-Feb-2020,11103,Newcastle,111,Newcastle and Lake Macquarie,R2,-32.9123334,151.7663428,11103123513,11103123513,111031235,Wickham - Carrington - Tighes Hill,11103,Newcastle,111,Newcastle and Lake Macquarie,1,1,1,1,Newcastle,1.834475398,N2,PHN108,Hunter New England and Central Coast,Newcastle,15900,Newcastle,Provincial,77,26243
7116,313,1181,25.3,1549,1266,283,0,299,14,0,26411,"169,032",29.4,10299,BROOKS BAY,TAS,147.03435,-43.262123,HUONVILLE,Delivery Area,Updated 6-Feb-2020,60302,Huon - Bruny Island,603,South East,R3,-43.2357533,147.018638,60302107109,60302107109,603021071,Geeveston - Dover,60302,Huon - Bruny Island,603,South East,3,3,5,5,Franklin,,T1,PHN601,Tasmania,Kingborough,63610,Franklin,Outer Metropolitan,77,26411
3093,322,1511,18.2,2245,1252,993,0,275,47,0,26765,"171,296",33,4679,LOWER PLENTY,VIC,145.115208,-37.73919,BUNDOORA DC,Delivery Area,Updated 6-Feb-2020,20901,Banyule,209,Melbourne - North East,R1,-37.7393287,145.112755,20901120207,20901120207,209011202,Montmorency - Briar Hill,20901,Banyule,209,Melbourne - North East,1,1,1,1,Jagajaga,,V1,PHN202,Eastern Melbourne,Banyule,20660,Jagajaga,Outer Metropolitan,77,26765
2048,296,2120,12.9,1760,1197,563,0,274,22,0,25607,"163,884",33,4594,STANMORE,NSW,151.16564,-33.89418,ALEXANDRIA DF,Delivery Area,Updated 6-Feb-2020,12002,Leichhardt,120,Sydney - Inner West,R1,-33.8920561,151.165081,11702132715,11702132715,117021327,Petersham - Stanmore,11702,Marrickville - Sydenham - Petersham,117,Sydney - City and Inner South,1,1,1,1,Grayndler,,N1,PHN101,Central and Eastern Sydney,Inner West,14170,Sydney,Inner Metropolitan,77,25607
3640,269,381,51.2,3153,922,2231,0,195,74,0,28686,"183,590",40.7,7156,KATUNGA,VIC,145.486015,-36.00978,KATUNGA,Delivery Area,Updated 6-Feb-2020,21602,Moira,216,Shepparton,R3,-36.0111562,145.4693163,21602141308,21602141308,216021413,Numurkah,21602,Moira,216,Shepparton,2,2,5,5,Nicholls,,V2,PHN205,Murray,Moira,24900,Nicholls,Rural,77,28686
6443,52,695,6.2,6513,152,264,6097,43,8,1,25399,"162,551",34.6,10914,BALLADONIA,WA,123.744186,-32.39502,NORSEMAN LPO,Delivery Area,Updated 6-Feb-2020,50903,Wheat Belt - South,509,Western Australia - Wheat Belt,R3,-32.4581005,123.8667501,50803120209,51103128208,511031282,Kambalda - Coolgardie - Norseman,51103,Goldfields,511,Western Australia - Outback (South),5,5,7,7,O'Connor,159.3326569,W2,PHN503,Country WA,Dundas,53080,Durack,,77,31496
3658,1134,2898,36.3,6141,4485,1541,115,1051,82,1,29870,"191,169",38.3,7178,BROADFORD,VIC,145.111854,-37.241401,BROADFORD,Delivery Area,Updated 6-Feb-2020,20904,Whittlesea - Wallan,209,Melbourne - North East,R3,-37.2110528,145.063089,20401105626,20401105626,204011056,Kilmore - Broadford,20401,Upper Goulburn Valley,204,Hume,2,2,5,5,Nicholls,475.9226379,V2,PHN205,Murray,Mitchell,24850,Nicholls,Rural,77,29985
6442,182,1288,13.3,1334,902,432,0,171,11,0,25682,"164,368",39,10913,KAMBALDA,WA,121.997641,-31.318648,KAMBALDA LPO,Delivery Area,Updated 6-Feb-2020,50803,Goldfields,508,Western Australia - Outback,R3,-31.2016,121.663,50803120218,51103128209,511031282,Kambalda - Coolgardie - Norseman,51103,Goldfields,511,Western Australia - Outback (South),3,3,5,5,O'Connor,289,W2,PHN503,Country WA,Coolgardie,51960,Durack,,77,25682
2900,235,612,34.3,2642,1067,883,692,210,24,1,27020,"172,931",38,4994,GREENWAY,ACT,149.063805,-35.41891,TUGGERANONG DC,Delivery Area,Updated 6-Feb-2020,80107,Tuggeranong,801,Australian Capital Territory,R2,-35.4170279,149.0668705,80107108004,80107108006,801071080,Greenway,80107,Tuggeranong,801,Australian Capital Territory,1,1,1,1,Bean,584.5338135,N2,PHN801,Australian Capital Territory,Unincorporated ACT,89399,Bean,Inner Metropolitan,76,27712
3960,641,1628,37.1,3370,2345,1025,0,604,37,0,27772,"177,742",34,8405,BENNISON,VIC,146.360412,-39.140761,FOSTER,Delivery Area,Updated 6-Feb-2020,20503,Gippsland - South West,205,Latrobe - Gippsland,R3,-38.6707482,146.2733747,20503108711,20503108711,205031087,Foster,20503,Gippsland - South West,205,Latrobe - Gippsland,2,2,5,5,Monash,10.2339716,V2,PHN204,Gippsland,South Gippsland,26170,Monash,Rural,76,27772
